id,first_name,last_name,monthly_income,happiness_monthly_income,monthly_saved_money,debt_amount,country,gender,birth_year,weekly_freetime_duration_minute,sleep_duration_hours_daily,child_count,pet_count,reading_book_count_yearly,yearly_vacation_count,daily_socilmedia_duration_minutes,happiness_score,work_situation,safety_feels_at_home,relationship_situation,doing_exercise,state_of_religiosity,bad_habits,family_relation_situation,trust_country_law,education_status,is_parents_alive
1838,Torey,Renzo,8038,1,8038,14977,China,Male,1983,150,6,0,0,NULL,NULL,30,3,Yari Zamanli,Hayir,Dul,Evet,Dindar Degil,Var,Normal,Hayir,Ortaokul,Ikisi de Yasiyor
1846,Darb,Holehouse,15008,0,NULL,15878,Kazakhstan,Male,1989,162,10,1,4,26,0,30,7,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Hayir,Lisans,Ikisi de Yasiyor
1854,Berthe,Dyerson,27507,0,11614,28483,Indonesia,Female,1988,102,3,3,1,37,1,150,4,Uzaktan,Hayir,Bekar,Evet,Dindar,Var,Normal,Hayir,Ortaokul,Anne Yasiyor
1862,Brock,De la Yglesias,5716,0,5716,10160,Japan,Male,1983,80,10,3,0,81,3,150,2,Calismiyor,Hayir,Evli,Evet,Dindar Degil,Var,Kotu,Hayir,Yuksek Lisans,Baba Yasiyor
1870,Wyn,Legges,NULL,1,484,20081,Brazil,Male,1990,114,9,3,0,52,1,30,3,Calismiyor,Hayir,Evli,Hayir,Dindar Degil,Yok,Cok Iyi,Hayir,Ortaokul,Anne Yasiyor
1878,Aggi,Halbeard,29909,1,NULL,47537,South Korea,Female,1999,188,9,1,4,69,1,30,10,Uzaktan,Evet,NULL,Evet,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
1886,Aurelia,Amesbury,15350,1,8350,38567,Colombia,Female,1983,67,7,4,4,46,2,30,10,NULL,Hayir,Bekar,Evet,Dindar,Yok,Normal,Evet,Lisans,Anne Yasiyor
1894,Mason,O' Byrne,NULL,0,11310,8560,Portugal,Male,1998,211,8,1,2,31,3,150,1,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Yok,Kotu,Hayir,Ortaokul,Ikisi de Yasiyor
1902,Holli,Guiducci,15794,1,10794,25459,China,Female,1983,199,9,1,4,80,0,30,10,Uzaktan,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,NULL,Ikisi de Yasiyor
1910,Franky,Toupe,6966,0,6966,32285,Russia,Female,1992,17,8,1,0,3,2,150,1,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Var,Normal,Evet,NULL,Baba Yasiyor
1918,Ortensia,Risely,16444,0,8509,40038,Iran,Female,1974,67,6,1,NULL,12,2,30,6,Yari Zamanli,Hayir,Bosanmis,Hayir,Dindar,Var,Cok Iyi,Hayir,Lise,Baba Yasiyor
1926,Hyacinthia,Fritchly,29182,1,17635,28139,China,Female,1992,125,7,1,3,68,2,90,6,Uzaktan,Evet,Dul,Hayir,Dindar Degil,Yok,Kotu,Evet,Lisans,Anne Yasiyor
1934,Osborn,Binley,NULL,0,11231,5509,Brazil,Male,1983,237,4,1,2,74,1,150,1,Kendi Isi,Evet,Bekar,Hayir,Dindar Degil,Var,Kotu,Hayir,Lise,Baba Yasiyor
1942,Madelene,Stanmore,6191,1,6191,39160,Malaysia,Female,1983,266,6,0,0,32,3,150,2,NULL,Hayir,Evli,Evet,Dindar Degil,Var,Kotu,Hayir,Ortaokul,Anne Yasiyor
1950,Nappie,Pretious,6140,0,6140,19977,Nepal,Male,1991,243,7,NULL,3,80,2,30,6,Tam Zamanli,Hayir,Bosanmis,Hayir,Dindar,Var,Kotu,Hayir,Lise,Ikisi de Yasiyor
1958,Jedidiah,Weatherby,15392,0,3855,48880,China,Male,1983,292,4,1,4,58,1,15,7,Uzaktan,Evet,Bosanmis,Evet,Dindar Degil,Yok,Cok Iyi,Hayir,Yuksek Lisans,Ikisi de Yasiyor
1966,Maribeth,Brogan,14663,1,NULL,3599,Indonesia,Female,1993,63,10,1,3,63,NULL,30,8,Uzaktan,Evet,Evli,Evet,Dindar,Yok,Cok Iyi,Evet,Yuksek Lisans,Baba Yasiyor
1974,Lorine,Fero,8252,0,8252,7977,Portugal,Female,1983,28,15,3,1,7,2,60,3,Calismiyor,Hayir,Bekar,Hayir,Dindar Degil,Yok,NULL,Hayir,Ortaokul,Anne Yasiyor
1982,Gusta,Izaac,24738,0,6438,17631,United States,Female,1983,277,8,1,4,NULL,3,30,7,NULL,Evet,Bekar,Hayir,Dindar Degil,Yok,Kotu,Hayir,Ortaokul,Baba Yasiyor
1990,Stefa,Warrillow,14373,0,NULL,5236,Czech Republic,Female,1985,NULL,11,1,4,45,1,30,8,NULL,Hayir,Bosanmis,Hayir,Dindar,Yok,Cok Iyi,Evet,Lisans,Baba Yasiyor
1998,Husein,Lovelock,7481,1,587,31290,China,Male,1999,63,8,1,1,82,3,30,4,Tam Zamanli,Evet,NULL,Hayir,Dindar,Yok,Normal,Hayir,Lisans,Anne Yasiyor
2006,Dimitri,Palffrey,NULL,1,NULL,42204,Indonesia,Male,1983,31,11,1,1,83,2,30,5,Tam Zamanli,Hayir,Dul,Evet,Dindar,Yok,Cok Iyi,Evet,Lisans,Anne Yasiyor
2014,Cassandry,Mellodey,16963,1,7797,5472,Bangladesh,Female,1983,248,12,1,4,45,1,30,10,Kendi Isi,Evet,Evli,Hayir,Dindar,Yok,Kotu,Evet,Lisans,Baba Yasiyor
2022,Alwin,Gissop,4570,1,2882,26098,China,Male,1983,98,6,1,0,66,1,150,3,Kendi Isi,Hayir,NULL,Evet,Dindar Degil,Yok,Normal,Hayir,NULL,Ikisi de Yasiyor
2030,Joell,Lucks,27450,0,9286,28572,Portugal,Female,1983,270,15,3,3,20,0,30,8,Tam Zamanli,Evet,Bosanmis,Evet,Dindar,Yok,Kotu,Evet,Lisans,Ikisi de Yasiyor
2038,Jere,de Mullett,17545,1,16101,49142,Colombia,Female,1989,194,5,3,4,9,1,30,9,Yari Zamanli,NULL,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,NULL,Anne Yasiyor
2046,Whitney,McCarty,25881,0,NULL,24281,Sweden,Male,1989,157,11,4,0,3,1,30,3,Kendi Isi,Evet,Bekar,Hayir,Dindar Degil,Var,NULL,Hayir,Yuksek Lisans,Ikisi de Yasiyor
2054,Madonna,Acosta,15025,1,NULL,28464,Indonesia,Male,1983,32,11,1,4,13,3,30,9,Calismiyor,Hayir,Bekar,Evet,Dindar,Var,Normal,Evet,Lisans,Anne Yasiyor
2062,Wilhelmina,O'Teague,8124,1,8124,17630,Cyprus,Male,1983,127,7,1,1,92,1,30,5,Yari Zamanli,Hayir,Dul,Evet,Dindar Degil,Var,Kotu,Evet,Yuksek Lisans,Ikisi de Yasiyor
2070,Chrysler,Levi,18800,0,7137,15281,Finland,Female,1983,221,7,2,1,10,1,60,4,NULL,Hayir,Bekar,Hayir,Dindar Degil,Yok,Normal,NULL,Ortaokul,Anne Yasiyor
2078,Arther,Parratt,17106,1,12095,43,Ireland,Male,1983,279,11,1,2,75,2,150,6,Yari Zamanli,Hayir,Evli,Hayir,Dindar Degil,NULL,Cok Iyi,Hayir,Lise,Baba Yasiyor
2086,Mycah,Meatcher,NULL,NULL,19069,30680,Syria,Male,1993,235,11,3,3,12,0,30,3,Calismiyor,Hayir,Dul,Hayir,Dindar Degil,Var,Cok Iyi,Evet,Ortaokul,Ikisi de Yasiyor
2094,Bogart,Genn,24404,0,15789,48044,Luxembourg,Male,1983,17,7,NULL,4,26,1,30,8,Calismiyor,Evet,Evli,Hayir,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
2102,Felice,Elliss,25565,1,14897,2005,Indonesia,Male,1983,74,10,4,4,93,1,30,8,Tam Zamanli,Evet,Dul,Evet,Dindar,Yok,Kotu,Evet,NULL,Anne Yasiyor
2110,Jeremie,McAw,16587,1,1286,38767,France,Male,1983,57,8,1,4,21,1,0,8,Yari Zamanli,Evet,Evli,Hayir,Dindar,Yok,NULL,Evet,Lisans,Anne Yasiyor
2118,Gilbertine,Mowbray,13574,1,13574,14021,Ukraine,Female,1998,164,13,1,0,73,1,150,3,Calismiyor,Hayir,Dul,Hayir,Dindar,Yok,Kotu,Hayir,Lise,Baba Yasiyor
2126,Galven,Applewhite,13186,1,1649,9700,China,Male,1983,93,7,1,4,58,3,30,7,Tam Zamanli,Evet,Bekar,Hayir,Dindar Degil,Yok,Cok Iyi,Hayir,Lisans,Anne Yasiyor
2134,Alexandre,Mabe,15488,1,10488,16692,Ukraine,Male,1983,276,12,0,4,90,3,NULL,8,Yari Zamanli,Evet,Evli,Hayir,NULL,Yok,Cok Iyi,Evet,Lisans,Anne Yasiyor
2142,Godart,Maxted,14464,0,8015,43002,China,Male,1998,284,6,1,0,55,NULL,15,3,Uzaktan,Hayir,Dul,Evet,Dindar,Yok,Cok Iyi,Hayir,Ortaokul,Anne Yasiyor
2150,Parrnell,Clemont,27190,0,13301,35671,Czech Republic,Male,1983,198,6,0,4,8,3,60,9,Yari Zamanli,Hayir,Evli,Evet,Dindar,Var,Normal,Evet,Lisans,Anne Yasiyor
2158,Levy,Teacy,16881,1,4099,4021,Indonesia,Male,1983,299,12,3,4,87,3,30,10,Tam Zamanli,Evet,Evli,Evet,Dindar,Var,Normal,Evet,Lisans,Anne Yasiyor
2166,Bobbie,Plumstead,24114,1,10402,32236,Colombia,Male,1983,255,13,3,0,76,0,150,5,Tam Zamanli,Evet,NULL,Hayir,NULL,Yok,Cok Iyi,Evet,Lise,Anne Yasiyor
2174,Neila,Insall,19454,1,4765,27236,Sweden,Female,1983,92,11,1,4,NULL,1,30,10,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Var,Normal,Evet,Lisans,Anne Yasiyor
2182,Betti,Hartropp,1818,0,NULL,43238,Peru,Female,1983,46,8,2,0,33,2,NULL,2,Kendi Isi,Evet,Dul,Hayir,Dindar Degil,Var,Normal,Hayir,Lise,NULL
2190,Carmelle,Matveichev,12397,NULL,NULL,46476,China,Female,1983,239,7,1,3,26,2,30,5,Uzaktan,Evet,Bekar,NULL,Dindar Degil,Yok,Kotu,Evet,Lise,Anne Yasiyor
2198,Mannie,Sewart,20735,0,NULL,41162,Russia,Male,1983,144,4,3,2,80,2,30,8,Yari Zamanli,Evet,Evli,Hayir,Dindar,Yok,Kotu,Evet,Ortaokul,Baba Yasiyor
2206,Cullen,Denziloe,12649,0,12596,24402,Armenia,Male,1976,39,15,1,1,10,3,30,5,Tam Zamanli,Hayir,Dul,Evet,Dindar Degil,Yok,Normal,Hayir,Lisans,Ikisi de Yasiyor
2214,Hildagard,Frisdick,23749,1,14496,40541,Canada,Female,1985,244,5,NULL,1,10,1,150,4,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Normal,Evet,Lisans,Baba Yasiyor
2222,Roderigo,Cartin,12751,1,NULL,42926,China,Male,1983,186,15,2,4,1,2,30,9,Calismiyor,Hayir,Evli,Evet,Dindar,Yok,NULL,Evet,Lisans,Anne Yasiyor
2230,Sebastian,Gascone,3943,0,NULL,15193,Brazil,Male,1992,134,3,1,0,4,2,150,1,Uzaktan,Evet,Bosanmis,Hayir,Dindar,Var,Normal,Evet,Lise,Ikisi de Yasiyor
2238,Ramona,Golthorpp,14718,1,2306,23957,Thailand,Female,1994,22,3,1,4,NULL,1,60,10,Kendi Isi,Evet,Evli,Hayir,NULL,Yok,Cok Iyi,NULL,Lisans,Baba Yasiyor
2246,Nikkie,Haslehurst,25732,1,7502,31237,United States,Male,1995,267,13,1,0,65,1,30,3,Kendi Isi,Evet,Dul,Hayir,Dindar Degil,Var,Kotu,Hayir,Yuksek Lisans,Anne Yasiyor
2254,Miltie,Cheese,15022,1,4673,26694,Poland,Male,1983,197,15,3,4,40,1,30,8,Uzaktan,Evet,Bekar,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Ikisi de Yasiyor
2262,Alexandros,Calcutt,1392,1,1392,22584,Russia,Male,1990,150,11,1,0,26,1,60,4,Tam Zamanli,Evet,Bekar,Hayir,Dindar Degil,Var,NULL,Hayir,Lise,Baba Yasiyor
2270,Barnaby,Marryatt,NULL,0,1831,28988,Sweden,Male,1983,213,13,1,4,31,3,30,7,Kendi Isi,Hayir,Bosanmis,Hayir,Dindar Degil,Var,Kotu,Hayir,Lisans,Ikisi de Yasiyor
2278,Merv,Headland,18331,0,11770,29836,Portugal,Male,1983,148,10,2,4,1,1,30,8,Yari Zamanli,Hayir,Bosanmis,Hayir,Dindar,Yok,Kotu,Evet,Lisans,Ikisi de Yasiyor
2286,Ferdy,Chaston,NULL,1,499,28377,Cambodia,Male,1983,188,7,3,2,NULL,2,30,3,Calismiyor,Hayir,Bosanmis,Hayir,Dindar,Var,Normal,Hayir,Yuksek Lisans,NULL
2294,Gerik,Keenlyside,15819,0,14500,47027,Afghanistan,Male,1983,127,11,2,4,NULL,0,0,8,Kendi Isi,Evet,Evli,Hayir,Dindar,Yok,Normal,Evet,Lisans,Ikisi de Yasiyor
2302,Blaire,Klaaassen,23925,0,8223,11369,Guatemala,Female,1997,207,3,1,3,86,0,60,5,Tam Zamanli,Evet,Bosanmis,NULL,NULL,Yok,Normal,Hayir,Ortaokul,Anne Yasiyor
2310,Troy,Stroulger,15067,1,4128,36100,China,Male,1995,167,13,2,2,76,2,0,8,Kendi Isi,Hayir,Bekar,Evet,Dindar,Yok,Kotu,Evet,Lisans,Anne Yasiyor
2318,Mickey,McClenaghan,18577,1,762,12569,Azerbaijan,Male,1995,30,5,3,4,1,NULL,15,7,Yari Zamanli,Hayir,Evli,Hayir,Dindar Degil,Yok,NULL,Evet,Lisans,Anne Yasiyor
2326,Edgardo,Trees,15923,1,15347,19430,Ireland,Male,1983,NULL,7,3,4,5,2,NULL,8,Calismiyor,Evet,Evli,Hayir,Dindar,Yok,Kotu,Evet,Lisans,Ikisi de Yasiyor
2334,Tandie,Cantillion,16236,1,3710,47078,China,Female,1984,99,10,1,3,83,2,90,4,NULL,Evet,Bekar,Evet,Dindar Degil,Var,Normal,Hayir,Ortaokul,Ikisi de Yasiyor
2342,Cristabel,Filipic,15670,1,15120,8291,Croatia,Female,2000,121,11,NULL,4,59,0,30,10,Uzaktan,NULL,Dul,Hayir,Dindar,Yok,Normal,NULL,Ortaokul,Ikisi de Yasiyor
2350,Hilarius,Loud,NULL,0,15879,27208,Russia,Male,2000,207,10,1,4,44,3,30,8,Kendi Isi,Evet,Bekar,Evet,Dindar,Yok,Cok Iyi,Evet,Ortaokul,Baba Yasiyor
2358,Elvin,Capron,NULL,1,16597,30994,Japan,Male,1983,123,11,4,4,3,2,30,7,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Var,Kotu,Hayir,Lisans,Anne Yasiyor
2366,Ira,Smart,24635,0,9985,18930,Philippines,Male,1983,115,7,3,2,35,0,15,8,Yari Zamanli,Evet,Bosanmis,Evet,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
2374,Patrizius,Ranscomb,20783,1,2942,1227,Iceland,Male,1988,234,7,2,1,90,2,90,4,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Cok Iyi,Hayir,Lisans,Ikisi de Yasiyor
2382,Kliment,Czaja,17851,1,8603,27485,Russia,Male,1998,265,12,1,3,2,2,0,8,Calismiyor,Evet,Evli,Evet,Dindar,Yok,Normal,Evet,Lisans,Anne Yasiyor
2390,Thibaut,Muccino,24511,0,16708,15382,Brazil,Male,1983,84,12,1,4,31,2,0,9,Yari Zamanli,Hayir,Bekar,Hayir,Dindar,Var,Kotu,Evet,Yuksek Lisans,Anne Yasiyor
2398,Arley,Lequeux,14723,1,3186,6821,Argentina,Male,1998,92,11,3,4,44,0,15,8,NULL,Hayir,Bekar,Evet,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
2406,Aurel,Stollenwerck,16740,0,12255,38621,China,Female,1983,203,11,4,4,28,0,0,7,NULL,Evet,Bekar,Hayir,Dindar,Var,Normal,Hayir,NULL,Anne Yasiyor
2414,Cherrita,McSporrin,17856,0,4112,26857,France,Female,1983,205,7,2,4,38,3,30,8,Kendi Isi,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Evet,Ortaokul,Baba Yasiyor
2422,Farrel,Karpmann,29420,1,5089,27700,France,Male,1992,220,6,3,2,88,2,30,10,Yari Zamanli,Evet,Dul,Hayir,Dindar,Yok,Normal,Evet,Lisans,Ikisi de Yasiyor
2430,Rickey,Caukill,20284,1,14841,37867,Russia,Male,2000,189,10,1,3,21,3,30,2,NULL,Evet,Bosanmis,Hayir,Dindar Degil,Var,Normal,Evet,Ortaokul,Ikisi de Yasiyor
2438,Richmond,Partridge,28438,1,11517,3744,Belarus,Male,1983,201,7,4,4,43,3,0,10,Calismiyor,Evet,Bekar,Evet,Dindar,Yok,Kotu,Evet,Yuksek Lisans,Anne Yasiyor
2446,Cale,Duding,NULL,0,4390,20898,Vietnam,Male,1999,197,7,2,4,39,0,30,8,Yari Zamanli,Evet,Bekar,Evet,Dindar,Yok,Cok Iyi,Evet,Yuksek Lisans,Ikisi de Yasiyor
2454,Brandise,Lilleycrop,28700,0,16811,8777,Russia,Female,1994,246,11,0,4,31,2,30,8,Kendi Isi,Evet,Bekar,Evet,Dindar,Yok,Cok Iyi,Evet,Ortaokul,Ikisi de Yasiyor
2462,Deborah,Thornton,5601,1,NULL,10953,Russia,Female,1991,240,5,3,2,39,3,NULL,2,Yari Zamanli,Hayir,Dul,Evet,Dindar,Var,Normal,Hayir,Ortaokul,Ikisi de Yasiyor
2470,Efren,Lafond,27259,0,2943,9345,Portugal,Male,1989,206,5,4,4,59,3,30,10,Uzaktan,Evet,Dul,Evet,Dindar,Yok,Cok Iyi,Evet,Ortaokul,Anne Yasiyor
2478,Shell,Longmire,12371,1,12371,45452,Russia,Male,1983,137,11,2,1,89,2,150,2,Yari Zamanli,Evet,Bosanmis,Hayir,Dindar,Var,Kotu,Hayir,Ortaokul,Baba Yasiyor
2486,Brose,Garrould,26444,1,2737,37986,Russia,Male,1983,78,11,NULL,0,64,2,60,3,Calismiyor,Hayir,Bekar,Hayir,Dindar Degil,Var,Cok Iyi,Evet,Yuksek Lisans,Baba Yasiyor
2494,Rora,Torrans,11849,1,11849,3792,Pakistan,Female,1992,275,9,1,0,14,2,90,3,Yari Zamanli,Evet,Dul,Hayir,Dindar Degil,Var,Normal,Hayir,Ortaokul,Anne Yasiyor
2502,Thedrick,Conichie,15387,1,3850,16826,Ukraine,Male,1983,117,15,1,4,88,1,0,9,Kendi Isi,Evet,Evli,Evet,Dindar,Yok,Kotu,Evet,Lisans,Anne Yasiyor
2510,Gipsy,Dood,22339,1,16545,22836,Albania,Female,1983,215,9,1,3,32,2,30,8,Calismiyor,Evet,Dul,Evet,Dindar,Yok,Normal,Evet,Yuksek Lisans,Anne Yasiyor
2518,Ermanno,McOmish,15489,1,4145,2697,Philippines,Male,1983,101,8,1,4,64,2,30,7,Yari Zamanli,Hayir,NULL,Hayir,Dindar,Var,NULL,Hayir,Lisans,Baba Yasiyor
2526,Broderick,Kimbrough,15156,0,4807,7918,Ukraine,Male,1983,198,15,4,4,7,2,30,9,Kendi Isi,Evet,NULL,Hayir,NULL,Var,Normal,Evet,NULL,Ikisi de Yasiyor
2534,Denise,Dacks,22334,1,12944,7562,Russia,Female,1996,299,13,2,2,9,3,30,10,Yari Zamanli,Evet,Evli,Evet,Dindar,Var,NULL,Evet,Lisans,Ikisi de Yasiyor
2542,Joella,MacAdam,13043,0,4874,23290,Sweden,Male,1997,169,5,3,NULL,3,NULL,150,3,Calismiyor,Hayir,Bosanmis,Hayir,NULL,Var,Normal,Hayir,NULL,Ikisi de Yasiyor
2550,Leena,Wilmington,10085,0,9613,13770,Madagascar,Male,1997,134,13,1,1,32,1,150,5,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Var,Kotu,Evet,Lisans,Baba Yasiyor
2558,Hayyim,Housegoe,24522,0,18715,31259,Belarus,Male,1983,56,12,2,0,94,3,150,2,Calismiyor,Hayir,Bosanmis,NULL,Dindar Degil,Yok,Kotu,Hayir,NULL,Ikisi de Yasiyor
2566,Aubine,Toohey,2121,0,2121,16486,Costa Rica,Female,1997,232,7,2,2,47,3,90,5,Tam Zamanli,Hayir,Dul,Evet,Dindar,Yok,Kotu,Hayir,Yuksek Lisans,Anne Yasiyor
2574,Gilbertina,Toohey,NULL,0,12400,32999,Peru,Female,1983,136,12,1,1,NULL,0,15,5,Uzaktan,Hayir,Evli,Hayir,Dindar Degil,Var,Normal,Hayir,Lise,Ikisi de Yasiyor
2582,Avie,Longworth,27983,1,11816,33950,Syria,Female,1983,30,11,1,1,7,2,150,5,Calismiyor,Evet,Bosanmis,Hayir,Dindar,Yok,Kotu,Evet,Yuksek Lisans,Ikisi de Yasiyor
2590,Lane,Salerno,28609,1,19299,672,Russia,Female,1986,141,8,3,2,NULL,3,30,10,Kendi Isi,Evet,Dul,Hayir,Dindar,Yok,Kotu,Evet,Lisans,Ikisi de Yasiyor
2598,Reynolds,Pullar,13891,0,11774,8025,China,Male,1983,18,12,0,1,39,1,15,3,Kendi Isi,Hayir,Dul,Hayir,Dindar,Yok,Kotu,Hayir,Ortaokul,Anne Yasiyor
2606,Kile,Hancorn,28404,0,12114,31605,China,Male,1983,229,7,2,2,25,3,15,4,Kendi Isi,Hayir,Dul,Evet,Dindar,Yok,Cok Iyi,Evet,Lise,Ikisi de Yasiyor
2614,Allister,Brandsma,15232,0,4091,24386,Japan,Male,1993,49,11,2,4,46,3,30,8,Tam Zamanli,Evet,Bekar,Evet,Dindar,Yok,Cok Iyi,Evet,Lisans,Anne Yasiyor
2622,Ilse,Yushachkov,15573,NULL,8573,48735,Czech Republic,Female,1988,159,6,3,4,NULL,1,30,8,Calismiyor,Evet,Evli,Hayir,NULL,Yok,Cok Iyi,Evet,Ortaokul,Ikisi de Yasiyor
2630,Emerson,Doreward,8738,0,320,13677,Vanuatu,Male,1983,27,NULL,1,3,81,2,150,1,Kendi Isi,Hayir,Dul,Hayir,Dindar,Yok,Kotu,Hayir,Lise,Anne Yasiyor
2638,Agnesse,Ahlin,24822,1,15989,27108,Indonesia,Female,1983,29,11,1,3,22,0,30,8,Tam Zamanli,Evet,Bosanmis,Evet,NULL,Yok,NULL,Evet,Ortaokul,Ikisi de Yasiyor
2646,Nanon,Gotecliffe,29615,1,17650,26915,Brazil,Female,1983,275,10,2,4,62,3,60,10,Yari Zamanli,Hayir,Bosanmis,Hayir,Dindar,Var,Kotu,Evet,Lisans,Ikisi de Yasiyor
2654,Claudianus,Tayspell,26879,0,732,26494,Indonesia,Male,1983,18,3,0,1,20,1,90,1,Calismiyor,Evet,Bekar,Hayir,Dindar,Var,Normal,Hayir,Ortaokul,Anne Yasiyor
2662,Thurston,Impett,15866,NULL,6239,4838,Poland,Male,1993,157,12,1,NULL,41,2,150,4,Kendi Isi,Hayir,Evli,Evet,Dindar Degil,Var,Cok Iyi,Evet,Lisans,Ikisi de Yasiyor
2670,Ailene,Codd,11613,1,NULL,19992,Russia,Female,1993,190,7,1,4,49,3,0,8,Yari Zamanli,Evet,Dul,Evet,Dindar,Yok,Kotu,Evet,Lisans,Baba Yasiyor
2678,Bartram,Oswick,4264,1,4264,9820,China,Male,1983,37,5,0,0,65,1,60,6,Kendi Isi,Evet,Evli,Evet,Dindar,Var,Normal,Evet,Lise,Ikisi de Yasiyor
2686,Patton,Minget,23098,0,819,36191,Costa Rica,Male,1983,NULL,13,4,0,29,NULL,90,5,Tam Zamanli,Evet,Bosanmis,Hayir,Dindar,Var,Normal,Evet,Ortaokul,Ikisi de Yasiyor
2694,Graham,Claridge,15238,0,4889,34636,China,Male,1983,124,8,2,4,49,3,30,8,Yari Zamanli,Evet,Bosanmis,Evet,Dindar,NULL,Cok Iyi,Evet,Lisans,NULL
2702,Tabby,Clopton,10107,1,6586,49966,Indonesia,Male,1995,212,13,1,0,NULL,0,90,5,Yari Zamanli,Hayir,NULL,Evet,Dindar Degil,Yok,Cok Iyi,Evet,Yuksek Lisans,Ikisi de Yasiyor
2710,Waylan,Winfield,15122,1,9041,17089,China,Male,1983,49,11,1,4,NULL,1,0,9,Uzaktan,Hayir,NULL,Evet,Dindar,Var,Normal,Evet,Lisans,Baba Yasiyor
2718,Ivonne,McNea,13077,0,1540,45389,Sweden,Female,1968,121,NULL,2,4,23,1,0,8,Kendi Isi,Evet,NULL,Hayir,Dindar,Yok,Normal,Evet,Ortaokul,Anne Yasiyor
2726,Birgit,Dutt,17611,0,13876,47596,Brazil,Female,1983,53,10,1,4,49,1,30,8,Tam Zamanli,Evet,Evli,Evet,Dindar,Yok,Cok Iyi,Evet,Yuksek Lisans,Anne Yasiyor
2734,Abramo,Grayson,13812,1,NULL,14854,France,Male,1997,45,4,1,4,3,1,30,7,Tam Zamanli,Evet,Bosanmis,Evet,Dindar Degil,Var,Normal,Hayir,Lisans,Anne Yasiyor
2742,Leonid,Ragg,9333,0,9333,1417,Colombia,Male,1983,157,10,1,1,67,2,150,5,Tam Zamanli,Evet,Bosanmis,Evet,Dindar Degil,Var,Cok Iyi,Hayir,Lise,Baba Yasiyor
2750,Bogart,Slide,8986,1,NULL,29699,Russia,Male,1995,30,10,2,3,63,0,150,2,Calismiyor,Hayir,NULL,Evet,Dindar,Yok,Kotu,Evet,Lise,Ikisi de Yasiyor
2758,Rachelle,Shimony,13108,0,1571,28652,China,Female,1994,293,6,4,4,16,1,30,8,Yari Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,NULL,Evet,Yuksek Lisans,Anne Yasiyor
2766,Burke,Mcimmie,15134,0,4785,28275,Brazil,Male,1988,166,11,1,4,NULL,2,0,7,Kendi Isi,Evet,Dul,Hayir,Dindar Degil,Yok,Cok Iyi,Hayir,Lisans,Baba Yasiyor
2774,Clim,Basnett,18033,0,13016,26131,Oman,Male,1988,296,7,1,3,4,1,150,2,Kendi Isi,Hayir,Evli,Hayir,Dindar Degil,Var,Kotu,Hayir,Ortaokul,Ikisi de Yasiyor
2782,Niko,Carnall,10299,0,4432,25242,China,Male,1983,NULL,6,0,1,6,3,60,3,Calismiyor,Evet,Dul,Hayir,Dindar Degil,Yok,Kotu,Hayir,NULL,Anne Yasiyor
2790,Brigida,Oxlade,23931,1,10841,47962,China,Male,1983,79,5,NULL,3,8,1,30,7,Kendi Isi,Hayir,Bosanmis,Evet,Dindar,Yok,Normal,Hayir,Lisans,Baba Yasiyor
2798,Ara,Danielsky,16128,1,14652,32454,Philippines,Male,1995,256,6,0,4,1,3,30,8,Uzaktan,Hayir,NULL,Hayir,Dindar,Yok,Kotu,Evet,Lisans,Ikisi de Yasiyor
2806,Veronike,Mulder,21484,1,5829,23315,Sweden,Male,1983,68,4,0,3,91,2,30,9,Uzaktan,Evet,Evli,Evet,NULL,Yok,Normal,Evet,Lisans,Anne Yasiyor
2814,Karlens,McIlmurray,NULL,1,3743,27705,Indonesia,Male,1983,157,12,1,3,56,3,90,3,Kendi Isi,Hayir,Dul,Evet,Dindar Degil,Var,Normal,Evet,Ortaokul,Ikisi de Yasiyor
2822,Pearle,Cooley,26869,1,16554,47042,China,Female,1983,207,7,0,4,73,3,0,9,Tam Zamanli,Evet,Evli,Evet,Dindar,Var,Normal,Evet,Lisans,Ikisi de Yasiyor
2830,Muffin,Mccaull,16587,1,11587,27796,Philippines,Male,1983,171,11,1,4,44,0,0,8,Yari Zamanli,Evet,Bosanmis,Evet,Dindar,Yok,Kotu,Evet,NULL,Anne Yasiyor
